paid_status,status,Age,gender,education,married_status,city,province,agerange,salary,civil,appcount,phonegrade,simstrength
Paid,0,25,Male,Post Graduate,Unmarried,Vijayawada (Urban),ANDHRA PRADESH,25-35,4,730,3,4,1
Paid,0,29,Male,Post Graduate,Unmarried,Hyderabad,Telangana,25-35,3,726,5,5,3
Paid,0,25,Male,Graduate,Unmarried,Uran,MAHARASHTRA,25-35,4,602,4,1,3
Paid,0,29,Male,Graduate,Unmarried,Mumbai,MAHARASHTRA,25-35,4,594,8,4,1
Paid,0,39,Male,Post Graduate,Married,Bhopal,Madhya Pradesh,>35,4,642,8,3,3
Pending Payment,1,22,Male,Graduate,Unmarried,Jambusar,GUJARAT,<25,4,632,1,1,5
Paid,0,30,Male,Graduate,Unmarried,Guwahati,Assam,25-35,5,575,4,1,1
Paid,0,40,Male,10th-12th,Married,Nashik,MAHARASHTRA,>35,4,717,1,4,2
Paid,0,26,Male,Self Employed,Unmarried,Ahmadabad City,GUJARAT,25-35,4,728,2,5,1
Paid,0,26,Male,Post Graduate,Unmarried,Haveli,MAHARASHTRA,25-35,5,552,8,3,1
Pending Payment,1,25,Male,10th-12th,Married,Surat,Gujarat,25-35,4,643,1,4,4
Pending Payment,1,29,Male,Graduate,Unmarried,Mumbai,Maharashtra,25-35,4,619,8,3,5
Pending Payment,1,22,Male,Post Graduate,Unmarried,Pune,Maharashtra,<25,4,588,1,2,3
Pending Payment,1,35,Male,Post Graduate,Unmarried,Nagpur,Maharashtra,25-35,4,521,8,4,3
Paid,0,34,Female,Graduate,Unmarried,Pune City,MAHARASHTRA,25-35,4,638,8,2,2
Paid,0,39,Male,Post Graduate,Married,Hyderabad,Telangana,>35,4,640,4,5,2
Paid,0,24,Male,Self Employed,Unmarried,Pune City,MAHARASHTRA,<25,6,647,4,1,1
Paid,0,40,Female,Post Graduate,Married,Bangalore North,KARNATAKA,>35,4,697,6,1,2
Pending Payment,1,28,Male,Graduate,Unmarried,NA,MADHYA PRADESH,25-35,3,578,4,4,5
Paid,0,33,Male,Post Graduate,Unmarried,Chennai City Corporation,TAMIL NADU,25-35,5,633,5,2,2
Pending Payment,1,26,Male,Post Graduate,Unmarried,Ahmadabad City,GUJARAT,25-35,4,530,5,1,5
Paid,0,25,Male,Post Graduate,Unmarried,City Ahmedabad,GUJARAT,25-35,4,721,7,5,1
Paid,0,32,Male,Post Graduate,Unmarried,Jabalpur,MADHYA PRADESH,25-35,4,600,8,1,3
Pending Payment,1,26,Male,Post Graduate,Married,Bengaluru,Karnataka,25-35,5,575,2,2,5
Pending Payment,1,26,Male,Post Graduate,Unmarried,Bengaluru,Karnataka,25-35,4,650,3,2,4
Paid,0,23,Male,Post Graduate,Unmarried,Bengaluru,Karnataka,<25,4,762,7,4,2
Paid,0,35,Male,Graduate,Unmarried,Mumbai,MAHARASHTRA,25-35,4,781,2,1,3
Pending Payment,1,26,Male,10th-12th,Unmarried,Nagpur (Urban),MAHARASHTRA,25-35,4,549,1,4,4
Paid,0,27,Female,Post Graduate,Unmarried,Bangalore South,KARNATAKA,25-35,5,654,5,4,3
Pending Payment,1,27,Male,Graduate,Married,Jamnagar,Gujarat,25-35,4,566,3,2,4
Paid,0,28,Male,Post Graduate,Unmarried,Vijayawada,Andhra Pradesh,25-35,3,594,8,3,1
Paid,0,23,Male,Post Graduate,Unmarried,Amer,RAJASTHAN,<25,4,744,4,2,1
Paid,0,25,Female,Post Graduate,Unmarried,Mumbai,MAHARASHTRA,25-35,3,682,2,2,1
Paid,0,30,Male,Post Graduate,Married,Hyderabad,Telangana,25-35,4,657,4,3,3
Paid,0,37,Male,Self Employed,Married,Hyderabad,Telangana,>35,4,789,4,4,2
Paid,0,28,Male,Post Graduate,Unmarried,Coimbatore South,TAMIL NADU,25-35,4,575,7,5,3
Paid,0,25,Male,Post Graduate,Unmarried,Bassein,MAHARASHTRA,25-35,4,584,4,3,1
Paid,0,38,Male,Graduate,Married,Thane,MAHARASHTRA,>35,4,601,1,1,2
Paid,0,34,Male,Post Graduate,Unmarried,Chennai,Tamil Nadu,25-35,4,593,4,3,2
Pending Payment,1,29,Male,Self Employed,Unmarried,Bangalore North,KARNATAKA,25-35,5,528,6,1,4
Paid,0,31,Male,Graduate,Married,Warangal,Telangana,25-35,4,553,8,4,2
Paid,0,26,Male,Post Graduate,Unmarried,Vasai,MAHARASHTRA,25-35,4,672,6,3,3
Paid,0,29,Male,Self Employed,Unmarried,Tada,ANDHRA PRADESH,25-35,4,752,1,3,3
Paid,0,26,Male,Post Graduate,Unmarried,Bengaluru,Karnataka,25-35,4,683,5,5,3
Paid,0,30,Male,10th-12th,Unmarried,Nashik,Maharashtra,25-35,4,724,4,2,1
Paid,0,31,Male,Graduate,Unmarried,Hyderabad,Telangana,25-35,4,783,7,2,2
Paid,0,27,Male,Graduate,Unmarried,Mumbai,MAHARASHTRA,25-35,4,565,1,2,2
Paid,0,33,Male,Self Employed,Unmarried,Bassein,MAHARASHTRA,25-35,4,739,6,3,1
Paid,0,32,Male,Post Graduate,Unmarried,Dadar,MAHARASHTRA,25-35,5,717,2,5,1
Paid,0,27,Male,Self Employed,Unmarried,Bangalore North,KARNATAKA,25-35,5,775,8,4,1
Paid,0,26,Male,Self Employed,Unmarried,Bangalore South,KARNATAKA,25-35,4,763,2,1,3
Paid,0,26,Male,Graduate,Unmarried,Raurkela Industrial Township (ITS),ODISHA,25-35,4,707,1,3,3
Paid,0,28,Male,Post Graduate,Unmarried,Ambattur,TAMIL NADU,25-35,4,617,1,1,1
Pending Payment,1,27,Male,Post Graduate,Married,Gmc,ASSAM,25-35,4,593,2,4,3
Paid,0,32,Male,Post Graduate,Unmarried,Vadodara,Gujarat,25-35,4,611,7,4,3
Pending Payment,1,34,Male,Graduate,Married,Bangalore North,KARNATAKA,25-35,4,574,2,5,5
Paid,0,35,Male,Post Graduate,Married,Madurai,Tamil Nadu,25-35,4,746,2,5,2
Paid,0,37,Male,Graduate,Married,Maduravoyal,TAMIL NADU,>35,4,744,2,1,1
Paid,0,33,Male,Post Graduate,Married,Pune City,MAHARASHTRA,25-35,5,680,5,1,2
Pending Payment,1,29,Male,Post Graduate,Unmarried,Bengaluru,Karnataka,25-35,5,626,8,1,3
Paid,0,32,Male,Self Employed,Married,Huzur,MADHYA PRADESH,25-35,4,760,4,5,1
Pending Payment,1,25,Male,Graduate,Unmarried,Surat City,GUJARAT,25-35,3,564,6,1,3
Paid,0,28,Male,Graduate,Married,Hatkanangle,MAHARASHTRA,25-35,5,770,6,5,3
Paid,0,27,Male,Graduate,Unmarried,Raipur,CHATTISGARH,25-35,4,776,5,1,2
Paid,0,27,Male,Post Graduate,Unmarried,NA,TAMIL NADU,25-35,3,580,8,5,2
Paid,0,35,Male,Graduate,Married,Indore,MADHYA PRADESH,25-35,4,783,7,3,3
Paid,0,22,Male,Graduate,Unmarried,Bengaluru,Karnataka,<25,4,723,3,3,1
Paid,0,31,Male,Post Graduate,Married,Perambur Purasawalkam,TAMIL NADU,25-35,4,692,5,3,3
Paid,0,26,Male,Post Graduate,Unmarried,Chennai City Corporation,TAMIL NADU,25-35,4,641,5,2,2
Paid,0,29,Female,Graduate,Unmarried,Dahisar West,MAHARASHTRA,25-35,4,618,3,4,1
Paid,0,34,Male,Post Graduate,Married,Bhiwandi,MAHARASHTRA,25-35,4,631,4,4,2
Paid,0,38,Male,Post Graduate,Unmarried,Hyderabad,TELANGANA,>35,4,652,4,3,1
Paid,0,39,Male,Graduate,Unmarried,Chennai,Tamil Nadu,>35,4,726,7,1,1
Paid,0,30,Male,Graduate,Unmarried,Cuttack Sadar,ODISHA,25-35,4,800,2,1,2
Paid,0,26,Male,Post Graduate,Unmarried,Jaipur,RAJASTHAN,25-35,4,611,6,2,1
Paid,0,25,Male,Post Graduate,Married,Jabalpur,MADHYA PRADESH,25-35,4,629,5,5,1
Paid,0,37,Male,Graduate,Married,Hyderabad,Telangana,>35,4,704,1,3,3
Paid,0,29,Male,Graduate,Married,Jaipur,Rajasthan,25-35,4,693,3,2,2
Pending Payment,1,25,Male,Post Graduate,Unmarried,Tiruppur,TAMIL NADU,25-35,5,649,3,3,5
Pending Payment,1,29,Male,Post Graduate,Unmarried,Shahpura,MADHYA PRADESH,25-35,4,638,7,2,5
Pending Payment,1,28,Male,Graduate,Unmarried,Mysore,KARNATAKA,25-35,4,529,1,1,3
Paid,0,25,Male,Post Graduate,Unmarried,Bangalore South,KARNATAKA,25-35,4,587,1,2,2
Paid,0,24,Male,Post Graduate,Unmarried,Chennai City Corporation,TAMIL NADU,<25,4,702,2,2,1
Pending Payment,1,27,Male,Post Graduate,Unmarried,Hyderabad,Telangana,25-35,5,528,5,4,4
Paid,0,39,Male,Post Graduate,Unmarried,Egmore Nungambakkam,TAMIL NADU,>35,4,722,5,2,2
Paid,0,34,Male,Post Graduate,Unmarried,Hyderabad,Telangana,25-35,4,598,8,4,1
Paid,0,26,Male,Post Graduate,Unmarried,Chennai City Corporation,TAMIL NADU,25-35,4,676,6,2,3
Pending Payment,1,26,Male,Post Graduate,Unmarried,Bengaluru,Karnataka,25-35,4,636,6,4,4
Paid,0,32,Female,Post Graduate,Unmarried,Bhubaneswar,ODISHA,25-35,4,655,2,4,1
Pending Payment,1,34,Male,Post Graduate,Married,Bengaluru,Karnataka,25-35,4,580,3,3,3
Paid,0,34,Male,Graduate,Unmarried,Hyderabad,Telangana,25-35,5,638,2,4,3
Paid,0,33,Male,Post Graduate,Married,Tondiarpet Fort St George,TAMIL NADU,25-35,4,676,7,5,3
Paid,0,37,Male,Graduate,Unmarried,Pune City,MAHARASHTRA,>35,4,550,3,5,2
Paid,0,27,Male,Post Graduate,Unmarried,Hyderabad,Telangana,25-35,4,744,6,5,2
Pending Payment,1,35,Male,Post Graduate,Unmarried,Mumbai,MAHARASHTRA,25-35,4,545,6,4,3
Paid,0,40,Female,Graduate,Married,Goregaon West,MAHARASHTRA,>35,4,748,4,4,1
Pending Payment,1,31,Male,Graduate,Married,Mumbai,Maharashtra,25-35,3,601,1,3,4
Paid,0,25,Male,Graduate,Unmarried,Pune City,MAHARASHTRA,25-35,4,686,4,2,2
Paid,0,35,Male,Graduate,Married,Hyderabad,Telangana,25-35,5,702,8,2,1
Paid,0,25,Male,Self Employed,Unmarried,Bangalore South,KARNATAKA,25-35,4,712,4,4,1
Paid,0,29,Male,Post Graduate,Unmarried,Bangalore North,KARNATAKA,25-35,5,643,8,2,1
Paid,0,34,Male,Post Graduate,Married,Mysore,KARNATAKA,25-35,4,725,5,5,3
Paid,0,27,Male,Post Graduate,Unmarried,Pune,Maharashtra,25-35,4,665,6,5,3
Paid,0,27,Male,Post Graduate,Unmarried,Bangalore South,KARNATAKA,25-35,4,695,3,1,1
Paid,0,27,Male,Post Graduate,Unmarried,Hubli,Karnataka,25-35,5,739,6,4,2
Paid,0,40,Male,Post Graduate,Married,Aurangabad,Maharashtra,>35,4,793,6,4,2
Pending Payment,1,29,Male,Graduate,Unmarried,Solapur North,MAHARASHTRA,25-35,4,508,5,1,3
Paid,0,23,Male,Post Graduate,Unmarried,Mumbai,MAHARASHTRA,<25,5,794,7,2,1
Paid,0,31,Male,Post Graduate,Unmarried,Indore,MADHYA PRADESH,25-35,4,619,7,1,1
Paid,0,33,Male,Post Graduate,Married,Daund,MAHARASHTRA,25-35,4,670,5,5,1
Paid,0,22,Male,Post Graduate,Unmarried,Hyderabad,TELANGANA,<25,4,607,6,5,3
Pending Payment,1,27,Male,Post Graduate,Unmarried,Surat,Gujarat,25-35,4,643,5,3,5
Pending Payment,1,34,Female,Post Graduate,Unmarried,Bengaluru,Karnataka,25-35,4,554,1,5,4
Paid,0,28,Male,Post Graduate,Unmarried,Sanand,GUJARAT,25-35,6,552,8,1,3
Paid,0,31,Male,Graduate,Unmarried,Rajkot,GUJARAT,25-35,4,616,7,2,2
Paid,0,29,Male,Post Graduate,Unmarried,Surat City,GUJARAT,25-35,4,741,7,3,2
Paid,0,34,Male,Graduate,Married,Hyderabad,Telangana,25-35,4,767,6,5,1
Pending Payment,1,31,Male,Graduate,Unmarried,Mumbai,MAHARASHTRA,25-35,4,611,7,3,3
Paid,0,30,Male,10th-12th,Unmarried,Bangalore North,KARNATAKA,25-35,4,742,4,2,1
Paid,0,26,Male,Post Graduate,Unmarried,Hyderabad,Telangana,25-35,4,698,1,2,1
Paid,0,25,Male,Post Graduate,Unmarried,Hyderabad,Telangana,25-35,4,617,2,1,3
Paid,0,24,Male,Graduate,Unmarried,Poonamallee,TAMIL NADU,<25,4,625,5,2,3
Paid,0,25,Male,Graduate,Unmarried,Nagpur,MAHARASHTRA,25-35,3,756,2,5,1
Paid,0,34,Male,Post Graduate,Married,Hyderabad,Telangana,25-35,4,708,8,5,1
Pending Payment,1,26,Male,Post Graduate,Unmarried,Hyderabad,Telangana,25-35,4,501,8,1,5
Paid,0,37,Male,Graduate,Married,Bhiwandi,MAHARASHTRA,>35,4,655,3,2,1
Paid,0,36,Male,Post Graduate,Unmarried,Karvir,MAHARASHTRA,>35,3,731,6,4,2
Paid,0,31,Male,Post Graduate,Unmarried,Surat,Gujarat,25-35,4,615,1,5,2
Paid,0,25,Female,Self Employed,Unmarried,Hyderabad,Telangana,25-35,4,697,8,5,3
Paid,0,27,Male,Post Graduate,Unmarried,Kota,RAJASTHAN,25-35,4,764,4,3,1
Paid,0,28,Male,Self Employed,Unmarried,Bengaluru,Karnataka,25-35,5,556,4,5,3
Paid,0,30,Male,Self Employed,Unmarried,Hyderabad,Telangana,25-35,5,773,4,3,3
Paid,0,26,Male,Post Graduate,Unmarried,Chennai,TAMIL NADU,25-35,4,679,3,4,3
Pending Payment,1,38,Female,Post Graduate,Unmarried,Bangalore South,KARNATAKA,>35,5,628,8,1,3
Paid,0,30,Male,Graduate,Unmarried,Mumbai,MAHARASHTRA,25-35,5,675,1,3,2
Pending Payment,1,32,Male,Post Graduate,Unmarried,Mumbai,Maharashtra,25-35,5,618,3,3,5
Pending Payment,1,26,Male,Graduate,Unmarried,Pune,Maharashtra,25-35,4,583,3,1,3
Paid,0,37,Male,Post Graduate,Married,Daskroi,GUJARAT,>35,4,552,1,5,3
Paid,0,32,Male,Self Employed,Married,Chennai,TAMIL NADU,25-35,4,770,6,1,3
Paid,0,33,Male,10th-12th,Married,Pune City,MAHARASHTRA,25-35,4,582,2,4,2
Paid,0,32,Female,Self Employed,Unmarried,Bengaluru,Karnataka,25-35,5,668,4,4,3
Paid,0,32,Male,Graduate,Married,Dabhoi,GUJARAT,25-35,4,674,8,3,2
Paid,0,27,Male,Self Employed,Unmarried,K R Nagar,KARNATAKA,25-35,5,615,7,2,3
Paid,0,33,Male,Self Employed,Unmarried,Warangal,TELANGANA,25-35,4,595,7,4,2
Paid,0,31,Female,Post Graduate,Unmarried,NA,TAMIL NADU,25-35,4,600,4,2,1
Paid,0,32,Male,Post Graduate,Unmarried,Pune City,MAHARASHTRA,25-35,5,561,3,2,1
Paid,0,32,Male,Post Graduate,Unmarried,Hyderabad,Telangana,25-35,4,762,6,1,2
Paid,0,24,Male,Graduate,Unmarried,Bengaluru,Karnataka,<25,4,601,2,2,2
Paid,0,37,Male,Self Employed,Married,Jaipur,Rajasthan,>35,4,642,3,3,1
Paid,0,29,Male,Graduate,Married,Ahmadabad City,GUJARAT,25-35,4,704,8,4,3
Paid,0,26,Male,10th-12th,Unmarried,Mumbai,MAHARASHTRA,25-35,4,625,2,5,3
Paid,0,24,Male,Post Graduate,Unmarried,Maval,MAHARASHTRA,<25,4,690,7,2,3
Paid,0,34,Male,Self Employed,Unmarried,Salem,TAMIL NADU,25-35,4,738,2,3,2
Paid,0,25,Male,Post Graduate,Unmarried,Nagpur,MAHARASHTRA,25-35,5,686,3,1,2
Paid,0,24,Male,Post Graduate,Unmarried,Jaipur,RAJASTHAN,<25,4,692,8,4,2
Pending Payment,1,30,Male,Post Graduate,Unmarried,Bangalore South,KARNATAKA,25-35,4,591,7,5,4
Paid,0,34,Male,Post Graduate,Unmarried,Hyderabad,Telangana,25-35,6,629,2,1,1
Pending Payment,1,37,Male,Graduate,Married,Bangalore North,KARNATAKA,>35,4,552,5,4,4
Paid,0,34,Male,Graduate,Married,Ghatkesar,TELANGANA,25-35,5,589,3,1,1
Paid,0,32,Male,Graduate,Unmarried,Vijayawada (Urban),ANDHRA PRADESH,25-35,4,723,1,2,2
Paid,0,24,Male,Graduate,Married,Hyderabad,Telangana,<25,3,556,8,1,3
Pending Payment,1,39,Male,Post Graduate,Married,Chennai,Tamil Nadu,>35,4,511,6,5,4
Paid,0,22,Male,Post Graduate,Unmarried,Tirupattur,TAMIL NADU,<25,4,752,7,2,2
Paid,0,24,Male,Graduate,Unmarried,Malad East,MAHARASHTRA,<25,4,628,1,1,1
Paid,0,33,Male,Post Graduate,Married,Hubli,Karnataka,25-35,3,578,8,4,1
Paid,0,38,Male,Self Employed,Married,Bangalore South,KARNATAKA,>35,5,793,7,2,3
Paid,0,33,Male,Self Employed,Married,Warangal,Telangana,25-35,5,625,3,3,2
Paid,0,26,Male,Post Graduate,Unmarried,Surat City,GUJARAT,25-35,5,799,2,2,3
Paid,0,38,Male,Post Graduate,Married,Ahmedabad,Gujarat,>35,5,665,7,3,2
Pending Payment,1,24,Male,Graduate,Unmarried,Chennai City Corporation,TAMIL NADU,<25,3,544,3,2,4
Paid,0,32,Male,Graduate,Unmarried,Rajkot,GUJARAT,25-35,5,787,5,1,3
Paid,0,32,Male,Graduate,Unmarried,Indore,MADHYA PRADESH,25-35,4,629,2,4,1
Paid,0,30,Male,Self Employed,Unmarried,Coimbatore North,TAMIL NADU,25-35,4,716,3,1,1
Paid,0,37,Male,Graduate,Unmarried,Bhiwandi,MAHARASHTRA,>35,4,634,8,1,3
Paid,0,29,Male,Post Graduate,Unmarried,Perambur Purasawalkam,TAMIL NADU,25-35,4,608,2,5,2
Paid,0,31,Male,10th-12th,Married,tirupur,TAMIL NADU,25-35,4,709,1,3,2
Paid,0,29,Male,Post Graduate,Unmarried,Vijayawada (Urban),ANDHRA PRADESH,25-35,4,720,1,5,2
Paid,0,33,Male,Graduate,Married,Chennai City Corporation,TAMIL NADU,25-35,4,565,2,1,1
Paid,0,31,Male,Graduate,Married,Tiruppur,TAMIL NADU,25-35,4,758,2,1,3
Paid,0,30,Female,Self Employed,Unmarried,Bengaluru,Karnataka,25-35,5,569,1,2,1
Pending Payment,1,28,Male,Graduate,Unmarried,Mumbai,MAHARASHTRA,25-35,4,553,6,2,3
Paid,0,32,Male,Post Graduate,Unmarried,Salem,TAMIL NADU,25-35,4,684,2,2,1
Paid,0,24,Male,Graduate,Married,Tiruppur,TAMIL NADU,<25,4,611,6,5,2
Pending Payment,1,28,Male,Post Graduate,Unmarried,Bengaluru,Karnataka,25-35,4,549,8,3,3
Pending Payment,1,28,Male,Post Graduate,Married,Ahmedabad,Gujarat,25-35,4,541,5,4,5
Paid,0,27,Male,Self Employed,Unmarried,Hyderabad,Telangana,25-35,4,579,8,5,1
Paid,0,31,Female,Self Employed,Married,Nagpur,MAHARASHTRA,25-35,4,671,8,5,1
Paid,0,36,Male,10th-12th,Married,Chennai City Corporation,TAMIL NADU,>35,6,790,6,1,2
Paid,0,29,Male,Post Graduate,Married,Bangalore North,KARNATAKA,25-35,4,736,5,3,1
Paid,0,27,Female,Post Graduate,Married,Tondiarpet Fort St George,TAMIL NADU,25-35,4,790,5,5,1
Pending Payment,1,24,Male,Post Graduate,Unmarried,Hyderabad,Telangana,<25,4,553,2,1,3
Paid,0,38,Male,Graduate,Unmarried,Madurai,Tamil Nadu,>35,5,738,7,2,3
Paid,0,29,Male,Post Graduate,Married,Visakhapatnam,ANDHRA PRADESH,25-35,5,707,2,1,2
Paid,0,26,Male,Graduate,Unmarried,Mumbai,MAHARASHTRA,25-35,4,656,8,3,2
Paid,0,30,Male,Post Graduate,Unmarried,Bangalore North,KARNATAKA,25-35,5,568,5,1,1
Paid,0,29,Male,Graduate,Unmarried,Chennai,TAMIL NADU,25-35,5,708,5,3,3
Pending Payment,1,24,Male,Graduate,Unmarried,Nashik,MAHARASHTRA,<25,3,556,3,2,4
Paid,0,31,Male,Post Graduate,Unmarried,Mumbai,MAHARASHTRA,25-35,4,558,3,3,3
Paid,0,34,Male,Post Graduate,Married,Kalyan,MAHARASHTRA,25-35,4,636,5,4,2
Paid,0,32,Male,Post Graduate,Unmarried,Dadar,MAHARASHTRA,25-35,5,790,1,4,2
Paid,0,37,Male,Post Graduate,Unmarried,Tambaram,TAMIL NADU,>35,6,681,2,1,3
Paid,0,22,Male,Post Graduate,Unmarried,Warangal,Telangana,<25,5,747,5,3,2
Pending Payment,1,25,Male,Graduate,Unmarried,Hyderabad,Telangana,25-35,5,534,1,3,3
Paid,0,25,Female,Post Graduate,Unmarried,Mumbai,MAHARASHTRA,25-35,3,789,1,4,2
Paid,0,31,Male,Graduate,Unmarried,Chennai,Tamil Nadu,25-35,4,669,3,2,2
Paid,0,32,Male,Post Graduate,Unmarried,Thane,MAHARASHTRA,25-35,4,770,2,5,2
Paid,0,28,Male,Graduate,Unmarried,Huzur,MADHYA PRADESH,25-35,4,663,4,1,2
Paid,0,24,Female,Self Employed,Unmarried,Bangalore North,KARNATAKA,<25,4,676,5,1,3
Paid,0,25,Male,Graduate,Married,Jabalpur,MADHYA PRADESH,25-35,5,700,7,5,2
Paid,0,31,Male,10th-12th,Unmarried,Mumbai,Maharashtra,25-35,4,622,1,1,2
Paid,0,22,Male,Graduate,Unmarried,Coimbatore South,TAMIL NADU,<25,4,784,6,1,3
Paid,0,25,Male,10th-12th,Married,Ahmadabad City,GUJARAT,25-35,4,668,8,2,2
Pending Payment,1,28,Male,Graduate,Unmarried,Surat,Gujarat,25-35,4,633,8,3,4
Paid,0,23,Male,Post Graduate,Unmarried,Panvel,MAHARASHTRA,<25,5,745,5,2,3
Paid,0,26,Male,Graduate,Married,Ahmadabad City,GUJARAT,25-35,4,636,3,3,3
Paid,0,28,Male,Self Employed,Unmarried,Bangalore North,KARNATAKA,25-35,4,767,6,2,3
Paid,0,22,Male,Post Graduate,Unmarried,Nagpur,MAHARASHTRA,<25,3,755,7,1,2
Paid,0,27,Male,Graduate,Unmarried,Bangalore North,KARNATAKA,25-35,4,640,3,2,2
Paid,0,31,Male,Graduate,Unmarried,Ahmadabad City,GUJARAT,25-35,3,613,8,4,3
Paid,0,41,Male,Post Graduate,Married,Bhubaneshwar,Odisha,>35,4,729,2,4,1
Paid,0,36,Male,Post Graduate,Unmarried,Poonamallee,TAMIL NADU,>35,5,592,8,2,2
Paid,0,36,Male,Post Graduate,Unmarried,Bangalore North,KARNATAKA,>35,4,784,1,4,2
Paid,0,35,Male,Post Graduate,Unmarried,Ahmedabad,Gujarat,25-35,5,794,6,3,3
Paid,0,31,Male,Post Graduate,Married,Aurangabad,MAHARASHTRA,25-35,3,554,5,5,3
Paid,0,27,Male,Graduate,Unmarried,Kamthi,MAHARASHTRA,25-35,4,628,1,3,2
Paid,0,24,Male,Post Graduate,Unmarried,Ahmadabad City,GUJARAT,<25,4,627,3,1,3
Paid,0,35,Male,Graduate,Unmarried,Vadodara,GUJARAT,25-35,4,658,1,4,2
Paid,0,29,Male,Post Graduate,Unmarried,Bangalore North,KARNATAKA,25-35,4,710,8,4,1
Paid,0,31,Male,Post Graduate,Unmarried,Mumbai,MAHARASHTRA,25-35,4,730,3,1,2
Paid,0,31,Male,Post Graduate,Unmarried,Guntur,ANDHRA PRADESH,25-35,4,574,4,3,2
Paid,0,23,Male,Post Graduate,Unmarried,Etcherla,ANDHRA PRADESH,<25,4,699,2,5,2
Paid,0,26,Male,Graduate,Unmarried,Maval,MAHARASHTRA,25-35,4,767,3,5,2
Paid,0,27,Male,Post Graduate,Unmarried,Goregaon East,MAHARASHTRA,25-35,5,659,5,5,2
Paid,0,24,Male,Self Employed,Unmarried,Mumbai,Maharashtra,<25,4,640,6,5,3
Paid,0,25,Male,Post Graduate,Unmarried,Jabalpur,Madhya Pradesh,25-35,4,608,8,5,2
Paid,0,38,Male,Graduate,Married,Bangalore South,KARNATAKA,>35,3,718,1,2,1
Pending Payment,1,31,Male,Post Graduate,Married,Vadodara,GUJARAT,25-35,4,564,8,5,5
Paid,0,25,Male,Graduate,Married,Daskroi,GUJARAT,25-35,5,598,5,1,3
Paid,0,30,Male,Post Graduate,Unmarried,Kotda Sanghani,GUJARAT,25-35,4,684,2,1,3
Pending Payment,1,34,Male,Graduate,Married,Sriperumbudur,TAMIL NADU,25-35,4,534,3,4,5
Paid,0,27,Female,Post Graduate,Unmarried,Surat City,GUJARAT,25-35,4,594,2,4,1
Paid,0,36,Male,Graduate,Unmarried,Ahmadabad City,GUJARAT,>35,4,747,1,5,3
Pending Payment,1,26,Male,Post Graduate,Unmarried,Kochi,KERALA,25-35,4,549,3,4,5
Paid,0,29,Male,Graduate,Unmarried,Vijayawada (Urban),ANDHRA PRADESH,25-35,4,788,3,2,2
Paid,0,31,Male,Post Graduate,Married,Bengaluru,Karnataka,25-35,5,770,6,1,3
Paid,0,27,Male,Post Graduate,Unmarried,Sanganer,RAJASTHAN,25-35,4,778,5,3,2
Pending Payment,1,24,Female,10th-12th,Unmarried,Nashik,MAHARASHTRA,<25,4,611,2,2,3
Paid,0,34,Male,Graduate,Married,Coimbatore,Tamil Nadu,25-35,5,577,5,1,3
Paid,0,38,Male,Self Employed,Married,Hyderabad,Telangana,>35,5,589,6,5,2
Pending Payment,1,29,Male,Post Graduate,Unmarried,Gulbarga,KARNATAKA,25-35,4,602,3,2,3
Paid,0,29,Male,Post Graduate,Unmarried,Bangalore North,KARNATAKA,25-35,4,717,4,5,2
Paid,0,33,Female,NA,Unmarried,Pune City,MAHARASHTRA,25-35,5,748,6,4,1
Paid,0,26,Male,Self Employed,Unmarried,Ahmadabad City,GUJARAT,25-35,4,553,3,1,1
Paid,0,33,Male,Post Graduate,Married,Tiruchirappalli,TAMIL NADU,25-35,6,695,5,3,1
Paid,0,26,Male,Post Graduate,Unmarried,Hyderabad,Telangana,25-35,5,582,7,5,2
Paid,0,33,Male,Post Graduate,Married,Goregaon East,MAHARASHTRA,25-35,4,771,5,1,1
Paid,0,32,Male,Post Graduate,Married,Huzur,MADHYA PRADESH,25-35,4,611,6,3,3
Paid,0,28,Male,Graduate,Married,Tiruchirappalli,TAMIL NADU,25-35,4,672,8,2,1
Paid,0,28,Male,Self Employed,Unmarried,Indore,MADHYA PRADESH,25-35,4,636,6,4,2
Paid,0,28,Male,Post Graduate,Unmarried,Gandhinagar,GUJARAT,25-35,4,724,4,1,1
Paid,0,26,Male,Post Graduate,Unmarried,Pune City,MAHARASHTRA,25-35,4,766,3,5,1
Paid,0,25,Male,Graduate,Unmarried,Bangalore North,KARNATAKA,25-35,4,713,4,4,1
Paid,0,24,Male,Post Graduate,Unmarried,Visakhapatnam,Andhra Pradesh,<25,4,639,1,3,3
Paid,0,33,Male,Self Employed,Unmarried,Hyderabad,Telangana,25-35,6,751,7,3,1
Paid,0,32,Male,Post Graduate,Unmarried,Khairatabad,TELANGANA,25-35,4,562,1,3,2
Paid,0,30,Male,Post Graduate,Unmarried,Mumbai,Maharashtra,25-35,4,759,3,1,2
Paid,0,29,Male,Post Graduate,Unmarried,Paradip,ODISHA,25-35,4,654,7,3,3
Pending Payment,1,30,Male,Post Graduate,Unmarried,Hyderabad,Telangana,25-35,5,541,3,3,4
Paid,0,25,Male,Self Employed,Unmarried,Hyderabad,Telangana,25-35,6,792,7,1,2
Paid,0,27,Female,Post Graduate,Unmarried,Bangalore South,KARNATAKA,25-35,5,793,7,4,1
Paid,0,26,Male,10th-12th,Unmarried,Nagpur (Urban),MAHARASHTRA,25-35,4,573,8,5,1
